skip, list, label
XXX, 71 51 1 48 52 3 29 69 94 55 19 20 18 76 35 43 11 42 13 91 6 63 16 83 86 90 8 27 31 99 46 10 21 25 34 14 100 79 87 60 49 53 30 45 85 80 68 81 59 98 38 95 32 70 89 47 67 73 82 57 37 64 5 74 88 7 23 56 2 33 54 75 15 92 97 93 4 36 62 84 17 28 61,off-topic
XXX, 76 29 78 46 30 47 43 22 38,on-topic
XXX, 47 8 35 68 45 71 21 55 86 94 81 42 62 60 65 4 5 17 26 27 12 24 72 69 25 85 83 46 10 30 37 11 74 66 98 14 22 90 89 80 7 95 6 3 97 9 51 84 99 41 91 58 79 50 100 76 96 87 78 29 33 16 67 63 32 93 13 36 19 75 39 20 43 1 28 31 18 40 61 92 54 82 34 49 59 73,off-topic
XXX, 96 22 6 2 17 34 61 40 84 100 82 88 71 42 23 46 95 15 25 70 50 59 80 79 39 28 47 67 75 66 53 38 9 52 72 20 26 14 49 48 35 81 41 97 10 91 19 64 18 68 16 51 27 37 13 8 7 77 21 45 30 12 93 90 86 83,on-topic
XXX, 26 3 56 30 50 24 37 99 96 62 88 76 27 55 7 9 46 92 73 35 40 25 70 85 38 77 19 63 79 54 87 49 98 81 60 6 93 78 42 83 45 13,off-topic
XXX, 1 47 33 49 68 88 6 85 18 57 58 7 10 56 67 12 77 91 96 27 69 35 21 15 78 94 3 82 73 22 17 54 23 26 46 72 31 28 51 99 37 30 76 100 48 97 25,off-topic
XXX, 71 60 8 43 50 12 72 4 90 35 99 84 29 51 5 65 20 89 9 34 52 38 40 68 63 83 2 85 27 46 94 80 96 91 95 28 1 3 61 45 44 70 81 56 93 41 11 79 54 78 26 59 15 98 87 37 58 32 42 23 17 62 48 36 25 21 19 18 39,off-topic
XXX, 60 15 79 3 43 62 66 97 86 53 78 98 57 51 45 92 75 24 80 36 20 44 63 1 61 55 37 94 52 41 7 76 32 87 47 48 40 68 100 35 8 16 27 65 31 93 10 6 56 18 33 2 58 91 64 22 49 38 54 71 99 84 19 26 96 69 34 4 88 30 28 9 83 50 39 70 23 29,on-topic
XXX, 52 85 95 77 75 18 19 43 6 89 67 56 5 44 11 68 99 84 49 76 58 29 15 62 82 3 80 16 4 41 13 25 45 96 30 55 71 1 78 66 33 37 21 47 53 27 61 79 83 98 59 50 91 57 73 88 38 54 60 24 97 64 12 46 81 94 20 74 93 26 32 40 69 42 31 72 22 34 48 35 8 14 51,off-topic
XXX, 90 35 33 79 26 94 99 77 69 5 80 8 43 13 78 45 100 58 68 38 21 89 92 97 82 28 56 2 31 48 83 60 65 36,on-topic
XXX, 63 82,off-topic
XXX, 46 21 96 14 78 70 84 89 13 91 95 35 67 3 50 5 37 23 47 60 85 25 53 41 79 32 42 49 58 59 48 66 17 57 27 55 61 4 52 98 7 9 65 75 76 1 40 8 10 71 51 45 16 22 6 20 54 33 69 28 24 86 83,off-topic
XXX, 78 55 79 63,off-topic
XXX, 5 14 80 29 43 26 25 71 36 28 75 96,off-topic
XXX, 100 31 14 68 56 66 90 6 2 23 82 57 55 62 41 58 17 1 84 80 85 19 27 97 25 15 48 18 13 87 96 50 51 73 67 75 93 79 28 92 81 49 53 47 43 44 71 11 74 54 38 32 24 36,off-topic
XXX, 32 86 33 62 81 94 49 10 30 85 12 6 60 17 45 64 11 23 9 21 55 24 70 66 52 48 96 83 54 20 77 65 16 82 99 76 51 3 22 95 68 36 91 47 41 74 98 61 1 59 53 2 25 31 5 38 46 35 37 72 26 73 79 15 14 97 78 56 75 84 88 69 58 29,off-topic
XXX, 77 87 52 88 7 66 55 11 86 99 10 37 97 15 83 22 20 94 39 85 46 76 16 100 62 92 58 3 29 81 67 6 18 50 40 93 49 98 96 57 12 48 60 45 79 43 63 32 80 69 17 78 36 84 34 31 89 53 13 1 68 5 41 35 75 44 64 65 56 72 95 82 54 9 26 4,on-topic
XXX, 97 49 19 37 99 87 59 85 27 13 67 14 92 54 70 23 43 47 64 93 2 63 91 82 28 62 15 75 69 1 94 88 6 83 26,off-topic
XXX, 84 52 71 45 87 46 67 94 34 26 86 54 44 50 91 92 30 25 82 49 19 15 3 78 69 93 51 36 47 55 83 100 42 59 23 40 56 37 39 7 90 20 99 14 24 63 65 98 27 5 10 6 80 28 21 72 64 96 22 74 35 13 62 17 81 43 32 9 85 16 12 73,on-topic
XXX, 67 63 11 99 50 55 19 6 5 1 51 58 52 46 81 57 31 87 27 10 62 32 37 29 47 9 8 92 23 75 34 39 98 93 43 15 97 16 40 25 24 94 80 66 17 90 82 100 96 77 60 65 53 20 21 85 22 14 95 44 41 38 12 18 28 4 49 42 68 59 36 89 71 48 78 83 70,off-topic
XXX, 61 24 62 81 52 80 58 48 54 9 4 88 94 87 1 71 73 23 8 41 89 91 78 11 93 47 72 82 55 12 3 16 64 100 79 70 30 68 63,on-topic
XXX, 37 18 60 92 45 27 2 47 7 9 49 29 10 20 68 100 51 81 40 67 89 28 83 19 93 74 53 85 33 21 43,off-topic
XXX, 61 8 48 77 84 80 34 5 21 52 82 60 54 55 50 6 73 51 9 89 62 28 99 4 19 2 76 3 14 81 87 58 98 67 65 57,on-topic
XXX, 100 32 77 35 95,off-topic
XXX, 26 55 20 57 25 31 97 83 95 36 46 88 56 19 1 78 13 42 14 90 41 63 67 71 50 7 59 70 52 53 23 86 96 77 33 8 30 16 66 85 38 21 74 35 12 98 34 93 65 17 94 91 64 32 15 18 69 82 99 29 37 76 45 72 2 11 44 79 3 10 39 61 84 51 47 89 58 62 73 28 54 80 75 81 43 48 60 40 87 68 5 92 4,off-topic
XXX, 6 11 82 10 42 64 98 18 88 68 58 70 71 90 20 3 46 86,on-topic
XXX, 35 4 28 78 94 40 88 10 46 13 34 92 30 49 79 47 99 56 77 51 91 20 48 84 36 18 82 45 41 55 53 3 16 76 33 25 57 81 2 6 65 39 37 31 86 73 96 54 95 26,on-topic
XXX, 14 17 33 61 70 92 5 100 8 7 78 64 20 53 74 12 65 18 26 59 93 69 23 49 13 81 2 50 86 52 16 47 45 30 6 55 4 57 38 68 41 31 79 96 73 83 24 1 32 42 43 9 98 29 90 25 34 19 60 77 58 80 71 54 51 35 67 94 91 48 76 63 82 27,off-topic
XXX, 99 81 2 11 36 42 65 22 21 33 57 72 29 38 8 54 80 31 26 44 78 68 63 1 75 89 28 13 49 14,off-topic
XXX, 2 77 90 71 85 83 4 91 32 76 43 7 79,off-topic
XXX, 82 50 27 35 62 55 3 66 58 86 84 11 37 64 22 7 33 45 90 5 49 48 16 40 68 95 23 4 26 6 77 91 65 59 78 10 100 99 53 88 51 44 73 42 85 24 70 41 38 69 87 92 71 46 61 17 21 32 72 52 63 30 75 93 79 28 31 39 56 19 20 14 60 12 1,on-topic
XXX, 90 100 71 22 56 85 95 3 59 78 4 1 11 43 9 27 12 45 72 37 6 14 18 5 83 31 87 36 73 74 64 84 29 41 93 52 53 28 13 68 48 98 15 79 65 69 21 35 99 60 50 8 20 86 34 97 89 42 75 38 39 62 58 54 44 16 47 57 51 94 49 96 17 23 77 32 91 61 26 25,off-topic
XXX, 74 70 23 98 81 72 78 53 73 29 27 8 87 47 62 25 89 39 99 21 17 13 92 42 9 36 31 3 5 69 51 65 66 56 63 44 34 82 64 94 80 84 75 32 35 57 6 91 15 22 68 46 61 2 38 28 77 41 16 83 11 49 18 7 97 12 58 79 96 59 24 54 86 55 60 95 71 10 76 20 37 43 85 19 40 50 30 48 4 26 33 1 90 45 100 93 88 52 67 14,off-topic
XXX, 62 19 65 13 95 7 96 53 71 85 88 33 12 92 39 31 72 9 3 80 25 84 83 15 98 49 38 81 97 57 36 56 64 48 2 99 18 82 29 66 34 4 35 58 10 14 74 52 75,on-topic
XXX, 52 3 53 68 35 44 47 10 65 98 27 16 30 39 42 85 51 14 77 75 62 28 84 25 33 58 41 74 89 91 71 82 36 37 55 6,off-topic
XXX, 8 59 79 38 46 58 18 26 21 37 32 11 43 55 88 31 5 86 90 13 56 10 89 42 97 78 2 24 92 72 15 50 49 61 75 30 45 6 36 76 47 52 53 25 12 4 54 99 28 14 41 82 81 74 85 19 65 87 93 60 22 34 20 67 35 83 33 1 63 27 95 48 91 84 64 69 100 96 9 40 80 62 7 73 66 39 23 29 17 51 44 77 68,off-topic
XXX, 99,off-topic
XXX, 93 77 33 75 50 55 20 36 23 97 74 8 40 53 54 12 88 42 73 62 52 70 57 98 2 76,on-topic
XXX, 15 28 96,on-topic
XXX, 71 92 56 78 10 47 93 58 86 34 23 82 67 65 60 30 18 42 64 74 68 37 87 83 2 21 35 17 4 99 41 38 40 39 59 48 33 72 5 63 19 24 52 28 45 9 16 46 13 27 100 1 55 31 3 61 29 32 85 6 88 49 54 51 90 94 62 53 25 97 43 69 80 73 11,off-topic
XXX, 58 75 27 54 65 1 94 93 90 57 41 34 64 49 79 46 62 59 21 28 85 76 29 3 35 81 72 36 51 68 43 78 22,off-topic
XXX, 30 19 67 49 54 21 18 62 22 78 32 100 77 35 4 80 75 87 60 40 20 23 29 8 61 9 6 48 16,on-topic
XXX, 27 64 7 80 79 66 14 98 89 12 70 35 51 45 41 28 34 54 43 81 49 40 42 73 3,off-topic
XXX, 10 53 72 56 25 85 64 5 38 52 11 87 21 90 70 6 89 76 57 44 27 95 73 81 45 48 26 42 22 2 62 88 34 8 80 13 79 97 78 67 91 16 51 17 96 77 19 18 35 39 37 93 99 54 4 86 60 31 50 29 55,off-topic
XXX, 21 80 45 40 23 54 19 28 9 24 77 62 63 85 27 82 30 98 49 32 51 56 17 83 26 18 1 55 93 70 61 57 15 81 47 72 68 11 65 13 43 50 52 44 29 42 96 48 59 4 89 3 33 86 84 64 66 38 22 100 53 95 31 88 14 8 74 12 6 90 46 5 78 34 69 99 35 60 97 71 75,on-topic
XXX, 15 96 32 25 16 63 100 50 82 53 38 69 29 41 67 26 24 11 56 13 95 86 70 91 87 35 7 68 2 97 98 8 73 46 36 3 89 57 90 62 74 34,on-topic
XXX, 91 61 78 30 37 44 94 86 24 36 58 41 67 34 97 99 43 100 14 70 83 95 29 6 16 21 11 26 53 72 75 73 64 84,on-topic
XXX, 26 41,off-topic
XXX, 46 53 70 10 56 9 21 29 72 39 57 31 45 37 100 14 2 78 80 75 84 28 38 7 76 20 98 42 23 19 40 24 86 47 68 64 44 82 30 1 89 49 90 91 16 94 54 73 69 74 32 83 81 26 11 6 36 4 3 18 34 88 27 96 52 48 61 13 17 41 62 22 93 71 58 95 33 43 55 87 12 85 35 66 15 8 67 99,on-topic
XXX, 100 45 82 48 3 2 35 41 92 23,off-topic
XXX, 96 93 3 31 16 57 87 53 41 14 55 85 42 49 39 88 66 25 19 81 37 10 26 5 99 18 47 84 35 51 52 8 44 30 21 17 2 82 91 24 1 72 32 92 78 56 29 4 83 20 28 98 38 75 27 40 90 63 94 100 73 70 33 13 68,on-topic
XXX, 57 86 78 34 69 79 42 29 73 31 84 15 82 26 96 37 94 60 8 81 33 83 63 27 64 18 16 88 50 32 71 70 98 90 67 38 22 85 1 35 40 12 9 48 36 97 45 3 46 53 25 62 24 77 100 89 13 14 56 5 72 65 80 44 6 92 54 21 10 2 23 55 17 52 20 4 49 95 87 99 61 75 93 19 41 30 43 39 59 66 51 91 7 28 11,off-topic
XXX, 31 57 18 14 70 82 19 83 47 27 5 87 55 69 86 73 77 40 52 1 68 15 76 13 45 22 44 75 8 84 32 41 56 3 17 2 71 85 21 95 53 9 91 93 34 54 61 39 28 7 49 67 63 20 35 58 78 65 94 38 59 16 30 33 66 23 11 25 50 26 97 24 62 81 42 100 37 96 90 64 72 98 4 99 51 92 12 80 74 10 46 36 43,off-topic
XXX, 79 21 74 71 47 81 5 54 33 50 86 4 22 37 63 29 66 67 91 90 12 72 59 73 62 43 34 20 2 28 24 56 55 65 80 13 83 99 11 48 42 82 76 35 30 6 69 77 57 26 94 93 78 32 14 8 87 3 84 9 60 19 23 38 51 70 31 17 27 49 89 39 96,off-topic
XXX, 59 75 70 79 89 90 10 49 76 77 60 99 58 80 27 82 95 100 32 73 71 52 38 86 21 88 50 17 18 1 74 20 7 19 61 22 54 8 63 30 72 14 92 29 28 81 84 42 97 55 48 11 24 45 31 34 69 39 6 13 85 35 57 43 56 66 91 3 26 37 64 47 4 65 83 23 40 94 68 25 87 98 41 46 44 12 78 62 36 93 9 16 53,on-topic
XXX, 69 77 48 36 74 34 17 49 62 78 85 81 57 59 50 16 5 31 39 58 95 22 51 35 87,off-topic
XXX, 45 78 39 24 13 34 23 26 68 28 12 67 25 5 49 22 73 33 16 56 57 4 84 80 81 59 11 43 40 50 82 85 60 92 20 3 36 51 27 87 55 2 65 100 70 53 19 97 93 98,off-topic
XXX, 61 77 23 42 3 70 34 47 5 53 49 41 95 63 11 46 1 17 19 4 89 45 85 35 93 79 12 62 20 43 66 6 60 80 76 81 65 98 78 36 15 14 10 87 27 59 21 84 7 28 18 68 26 83 92 44 22 48 82 55 2 97 69 8 51 39 37 94,off-topic
XXX, 92 88 20 100 58 25 80 52 2 38 83 53 68 6 16 23 9 76 18 27 4 48 73 85 89,on-topic
XXX, 42 79 99 17 67 89 56 69 49 77 51 65 14 62 83 21 50 24 80 8 91 38 54 4 44 57 84 29 1 28 64 19 5 59 33 13 58 40 32 46 2 93 82 23 18 74 92 81 11 71 70 3 61 87 98 66 31 95 85 22 41 35 55 37 6 90 88 73 27 30 72 45 7 15 34 47 43 16 12 36 86 76 97 60 75 26 78 39 100 20 48 52 10 96 9 63 68 25 53 94,off-topic
XXX, 91 67 61 83 95 12 82 48 62 81 80 50 79 60 70 23 46 54 77 66 78 28 44 1 53 88 63 35 42 68 11 94 20 7 43 71 6 34 9 72 21 100 39 97 13 22 51 36 10 19 17 74 37 38 45 47 58 8 29 98 65 57 32 18 64 84,on-topic
XXX, 2 81 50 8 27 54 44 45 80 14 3 73 59 58 88 60 94 10 4 66 57 30 84 35 93 76 49 98 55 64 95 40 63 52 53 82 5 38 78,on-topic
XXX, 85 79 42 97 58 48 27 61 38 100 8 5 35 69 80 90 32 49 89 86 50 19 83 31 93 81,off-topic
XXX, 4 62 21 6 100 37 60 82 76 70 59 9 31 17 85 10 22 45 92 5 46 41 30 94 98 80 1 23 63 29 72 12 15 47 27 3 75 42 55 88 81 34 93 53 56 90 36 96 89 58 38 51 83 19 57 99 68 2 32 35 26 86 91 7 33 48 8 13 74 39 28 24 97 65 79 95 64 61 43 50 71 18 20 44 78 40 11 14 66 77 87 54 16 84 52 49 73 25 67,on-topic
XXX, 19 99 45,off-topic
XXX, 34 60 18 16 72 85 32 84 13 55 31 69 94 19 64 35 95 26 71 12 22 82 44 78 48 7 23 43 47 97 87 33 61 5 62 96 80 52 1 74 83 20 63 4 39 27 75 66 67 14 100 50 90 98 70,on-topic
XXX, 50 18 54 16 49 35 87 95 4 14 12 6 9 69 29 47 19 40 21 86 41 80 99 26 27 13 98 56 38 31 39 68,off-topic
XXX, 97 78 95 31 87 33 21 68 39 16 69 64 28 9 94 52 34 67 4 91 3 23 13 5 8 80 41 18 32 44 25 53 20 75 2 62 99 29 11 37 6 54 89 92 100 59 60 10 84 56 77 55 85 45 14 17 50 66 88 96 15 63 1 43 38 98 49 46 24 19 71 65 61 27 30 76 74 79 48 51 86 72 83 47 22 82,off-topic
XXX, 80 53 50 70 40 30 22 32 52 19 41 75 33 51 13 48 71 3 87 26 1 24 89 78 36 16 90 6 65 67 94 18 74 31 69 5 73 62 11 27 99 79 61 17 84 38 56 43 42 2 20 4 88 81 14,on-topic
XXX, 9 56 11 41 91 48 44 12 28 81 20 31 78 1 84 88 82 55 22 90 73 47 10 18 96 65 16 63 83 49 100 89 68 70 99 54 15 8 53 14 34 2 64 32 50 29 71 98 57 26 17 45 4 13 51 35 5 79 43 36 59 30 85 46 60 37 76 95 92 7 39 97,off-topic
XXX, 3 11 79 40 76 26 4 68 60 8 78 92 5 18 58 31 50 88 56 71 6 96 14 9 90 20 69 87 100 99 63 95 73 77 66 24 45 48 30 19 67 85 97 86 55 70 15 82 2 16 10 22 72 59 43 91 34 46 93 64,on-topic
XXX, 15 62 10 52 37 34 38 89 35 29,off-topic
XXX, 10,on-topic
XXX, 93 16 11 50 87 12 96 39 57 94 28 99 4 77 3 37 53 73 59 83 27 74 56 43 84 31 89 45 36 33 7 80 90 61 79 88 9 69 49 15 40 41 66 91 24 70 26 55 22 47 98 38 97 64 63 86 72 44 35 76 23 82 81 58 17 54,off-topic
XXX, 65 25,off-topic
XXX, 40 74 90 97 18 49 66 29 95 45 100 12 15 5 55 47 63 91 42 84 13 99,off-topic
XXX, 26 82 80 41 91 33 7 76 85 14 73 61 92 98 49 21 60 1 45 53 43 84 10 57 54 47 19 48 28 93 34 51 59 15 24 8,off-topic
XXX, 55 92 80 4 65 27 77 8 35 79 40 3 10 88 30 12 46 74 29 61 59 43 98 25 33 19 94 82 83 38 42 7 91 85 50 84,off-topic
XXX, 21 32 82 100 91 74 67 13 43 79 68 71 75 63 45 38 97 69 76 4,off-topic
XXX, 79 93 14 33 21 58 43 65 73 94 28 97 20 57 95 3 70 62 46 37 38 39 49 17 13 69 82 66 99 75 50 29 6 87 4 12 27 31 26 63 81 48 8 92 9 35 72 54 61 88 78 53 44 22 80 52 1 25 45 84 60 19 51 18 24 7 55 41 32 5 36 90 67 11 83 64 86 76 96 30 34 71 40 100 23 10 16 74 77 85 98 15 89 47 59 2 42 56 68 91,off-topic
XXX, 1 66 96 5 98 74 61,on-topic
XXX, 27 15 74 63 92 56 17 82 66 72 93 40 32 85 35 99 16 10 54 42 44 48 61 5 81 64 94 41 70 87 88,on-topic
XXX, 83 26 89 15 72 68 11 61 77 92 53 21 75 41 27 10 43 84 7 36 80 37 93 63 8 34 14 67 50 71 56 6 40 64 30 58 16 62 65 44 88 12 2 57 45 51 23 28 5 79 55 87 70 24 60 20 48 86 31 38 100 91 52 13 49 99 1 81 74 9 3 4 78 25 66 96 42 39 97 73 33 82 59 17 18 95 47 85 76 94 98 32 29 54 19 46,off-topic
XXX, 54 61 90 16 8 60 93 26 98 25 46 19 83 65 62 38 82 17 22 55 79 72 73 97 4 7 42 64 27 5 81 36 32 99 52 39 11 43 50 2 10 44 35 66 12 33 23 71 34 58 91 80 31 77 63 29 85 78 28 3 9 47 49 89 37 76 84 20 18 1 87 70 96 6 53 69 45 24 86 67 68 15 95 59 74 21 94 92 51 41 13 100 57 40 88 56,off-topic
XXX, 57 98 93 55 52 39 95 2 92 71,off-topic
XXX, 67 96 85 64 41 9 18 53 93 44 77 43 57 84 72 6 23 100 13 21 35 32 89 80 51 15 7 83 79 76 90 54 48 97 94 39 31 20 30 58 2 29 88 65 71 49 36 40 92 5 63 82 61 10 12 91 46 19 38 4 86 56 11 17 99 78 52 24 66 55 81 45 14 68 33 1 62 27 70 28 50 69 95 74 8 16 60 87 3 73 22 37 59 98,off-topic
XXX, 88 42 87 73 89 2 29 15 18 63 69 51 49 83 94 27 6 62 5 22 81 98 79 76 65 80 67 74 99 17 34 24 23 11 64 47 21 3 61 45 12 43 54 28 55 26 8 46 66 32 31 35 95 10 68 16 41 72 93 48 38 91 4 1 77 36 70 78 75 56 53 100 52 85 84 92 90 9 82 59 40 96 25 86 20,on-topic
XXX, 96 32 89 100 93 91 26 28 85 97 86 80 81 27 19 61 40 99 68 38 37 5 58 53 52 22 34,on-topic
XXX, 50 43 23 69 38 94 9 95 55 76,off-topic
XXX, 100 25 24 53 93 97 4 89,off-topic
XXX, 31 86 2 12 20 90 81 6 57 22 54 51 78 45 83 58 71 38 100 55 19 30 37 66 11 85 60 75 91 32 46 67 82 40 73 49 76 16 17 5 23 10 36 61 72 3 28 33 47 59 35 34 43 53 89 27 39 9 18 44 87 74 92 77 93 63 25 52 62 42 88 68 41 65 50 4 1 8 69 29 56,off-topic
XXX, 43 40 44 69 6 60 14 41 89 45 68 92 97 83 12 74 65 24 63 1 2 15 29 20 37 67 52 87 18 70 11 4 25 73 16 75 21 32 30 64 55 38 81 86 39 79 8 46 78 22 27 7 98 93 85 13 51 88 3 54 84 26 19 33 90 82 76 100 34 50 56 71 31 49 91 5,off-topic
XXX, 57 79 34 70 8 19 32 78 77 65 16 88 2 27 48 98 43 68 14 63 45 20 67 75 42 99 40 60 11 29 85 71 10 73 47 53 23 51 91 55 41 3 92 39 66 9 46 93 74 30 31 22 61 26 97 56 54 76 62 38 50 84 86 28 58 72 64 35 25 5 36 17 95 69 4 59 87,off-topic
XXX, 93 89 50 40 1 84 43 51 10 35 73 32 53 14 67 16 96 8 60 24 74 9 58 12 39 23 85 44 26 95 19 76 13 11 6 29 87 90 64 63 34 48 45 31 99 68 41 66 42 37 28 22 65 3 21 54 5 62 36 81 57 30 27 55,off-topic
XXX, 12 16 53 15 49 22 98 10 85 31 4 39 29 45 74 61 5 70 83 75 35 6 71 80 42 56 68 65 90 46 95 33 82 67 7 64 25 32 93 14 66 89 59 73,off-topic
XXX, 63 64 84 89 14 91 23 56 80 38 66 95 52 28 2 88 33 65 68 96 27 25 67 16 20 92 77 58 49 100 57 75 39 99 74 34 37 78 83 47 45 98 86 50 22 72 93 42 35 61 70 43 55 9 60 59 71 19 90 41 31 21 4 53 29 87 44 54 5,off-topic
XXX, 12 17 83 5 97 89 47 51 85 71 21 4 10 37 50 62 36 27 92 38 45 72 48 43 26 91 94 95 30 29 23 7 28 69 64 39 33 40 88 58 79 1 53 8 86 81 98 70 99 90 22 2 57 35 61 77 87 9 78 56 73 82 63 52 15 66 74 46,off-topic
XXX, 73 14 62 91 28 50 94 49 93 31 60 61 20 88 2 54 9 40 1 39 98 67 43 79 41 85 64 70 86 78 37 71 42 26 58 59 74 89 24 92 25 3 51 36 16 63 56 19 8 66 5 10 72 4 53 29 65 35 100 47 44 32 83 90 97 95 99 96 81 6 11 52 22 45 30 17 15 68 76 33 55 13 46 23 34 77 38,on-topic
XXX, 77 64 32 4 3 76 43 74 68 9 36 20 81 55 98 94 91 99 87 6 78 45 100 1 58 84 22 46 67 52 41 31 44 21 65 80 34 97 82 96 73 10 27 48 40 86 93 49 66 59 7 42 56 95 71 11 35 83 90 33 89 54 26 92 37 62 24 29 88 50 14 57 5 19 38 75 72 17 28 15 60 30 12 8 25 18 16 2 85 53 39 13 51 79 23 61 47 63,off-topic
XXX, 47 37 67 97 74 3 34 49 93 83 82 23 44 79 1 29 31 95 28 25 22 86 35 24 26 10 89 52 98 5 40 78 81 41 63 33 27 68 50 59 51 66 90 58 87 96 64 14 84 54 17 39 4 75 88 21 57 45 18 48 53 2 9 65 62 19,off-topic
XXX, 38 93 84 5 14 99 72 60 86 54 53 16 56 59 48 31 35 90 65 45 1 8 77,on-topic
XXX, 79 38 93 13 16 3 77 18 14 22 64 54 20 29 86 82 84 10 7 45 46 31 4 28 85 94 2 97 1 76 50 40,on-topic
XXX, 66 36 11 90 19 10 65 5 52 14 87 92 58 91 18 6 42 39 74 80 64 1 97 44 81 8 34 59 61 68 43 27 100 69 83 4 29 28 31 86 47 21 13 38 2 63 99 20 25 96 45,on-topic
XXX, 42 68 82 13 45 70 47 5 56 8 60 19 25 23 100 3 99 55 39 14 81 67 89 24 34 16 35 76 26 27 32 28 6 69 87 77 74 86 64 88 49 85 65 72 15 93 17 4 12 61 62 11 7 58 90 21 48 95 97,off-topic
XXX, 15 64 42 73 37 84 90 57 13 17 48 33 34 56 92 58 88 40 80 61 71 36 63 39 9 86 43 54 29 75 70 38 96 1 68 78 72 20 65 52 49 62 22 8 21 41 76 10 14 91 95 66 51 12 6 19 7 32 59 24 23 3 85 100 31 5 30 45 69 77 67 11 35 44 27 74 2 83 55 81 98 26 94 79 87 97 47 93 99 89 4 46 53 25 60 50,off-topic
XXX, 60 8 9 16 100 77 27 92 17 40 98 73 41 28 26 72 74 49 71 7 21 30 34 97 23 95 79 89 87 13 44 37 62 2 78 36 88 3 50 53 75 61 67 22 83 47 56 4 85 6,off-topic
XXX, 12 92 4 42 9 16 87 85 45 31 21 88 15 68 33 69 81 5 10 57 17 80 48 72 78 8 73 70 75 13 38 22 52 56 76 37 26 6 49 64 51 91 98 34 79 100 66 19 23 28 60 27 47 94 46 32 2 40 44 65 83 63 62 67 74 61 89 29 11 99 18 97 95 3 82 25 55 86 24 93 54 36 43 1 30 35 39 71 59 58 96 7 50 77 53 41 84 14,off-topic
XXX, 23 62 82 64 20 76 67 3 42 43 33 60 59 83 88 29 40 46 93 91 28 95 71 5 38,off-topic
XXX, 59 81 83 51 46 56 2 44 7 95 100 31 43 38 45 29 69 82 85 71 11 53 30 36 13 91 86 41 24 25 28 65 16 54 63 62 18 4 87 70 99 5 52 21 84 22 93 37 60 1 77 97 15 89 47 33 88 79 42 75 3 32 64 34 10 61 98 78 12 74 94 50 58 14 55 17 66 26 67 48 20 35 92 6 39 72,off-topic
XXX, 73 39 18 99 27 81 62 28 9 70 76 64 23 69 35 1 42 59 47 56 54 89 26 72 3 10 71 61 43 68 41 30 8 49 15 37 88 96 48 82 80 77 19 98 16 4 40 75 38 32 24 2 84 52 66 94 90 21 13 93 33 14 12 22 29 97 20,on-topic
XXX, 100 40 56 8 63 71 60 70 62 19 36 77 39 89 66 14 9 80 49 51 81 69 64 99 48 13 84 86 6 98 57 72 1 27 38 65 61 33 21 46 44 32 73 54 78 95 2 24 94 45 10 93 92 35 79 76 11 55 59 75 37 53 68 67 29 22 28 50 52 88 20 74 91 15 42 4 47 26 25 18 16,on-topic
XXX, 32 100 42 45 69 44 38 22 86 49 27 68 74 53 60 79 9 25,on-topic
XXX, 65 63 83 89 25 87 69 21 6 59 97 66 60 34 73 43 44 3 11 27 14 40 54 23 4 39 51 95 91 74 76 12 2 48 29 47 19 70 30 64 1 94 16 99 56 7 82 5 10 13 84 8 92 78 61 50 17 67 32,off-topic
XXX, 92 66 40 69 38 4 46 94 62 49 5 24 28 73 25 50 48 19 77 8 83 97 2 61 34 41 52 87 75 11 65 31 98 86 85 7 27 100 63 6 82 21 71 30 9 57 93 90 26 56 12 60 76 68 53 81 91 36 59 45 88 18 17 32 67 33 15 37 23 80 58 55 84 1 54 10 64 99,off-topic
XXX, 11 49 19 73 42 63 47 25 48 1 31 17 71 23 53 29 59 15 12 50 5 62 96 21 9 54 99 83 98 57 95 16 7 88 80 3 74 36 58 55 43 100 64 61 13 51 34 66 14 97 76 44 72 24 90 89 84 87 2 8 69 81 92 10 65 60 30 20 18 91 6 39 77 32 86 52 35 68,off-topic
XXX, 5 17 90 50 63 67 24 41 71 20 11 25 36 27 65 91 55 69 33 35 57 23 77 99 89 15 80 82 72 12 3 87 53 68 54 40 42 18 38 84 49 95 43 86 37 29 79 78 61 26 93 6 30 7 88 76 51 52 58 97 9 14 85 62 100 21 98 19 2 81 48 75 8 39 1,off-topic
XXX, 38 10 36 77 48 50 23 63 94 95 57 4 24 25 74 21 32 1 52 40 44 80 28 72 73 12 81 76 42 6 93 43 84 61 13 22 34 89 71 41 2 100 46 26 20 18 3 92 67 87 27 98 54 16 79 37 99 19 68 45 66 55 64 51 49 8 65 88 69 35,on-topic
XXX, 11 30 88 26 24 86 58 54 51 98 68 78 96 65 7 45 17 61 72 34 71 100 77 76 64 92 16 22 81 74 6 21 87 31 59 66 80 37 40 99 41 29 53 55 1 36 5 83 52 39 3 82 84 73 35 25 43 62 75 27 56 50 57 42 23 15 38 89 63 85,off-topic
XXX, 12 28 75 64 69 78 79 5 42 63 60 85 8 32 98 4 45 27 3 40 16 97 13 100 43 58 48 74 21 10 70 30 77 29 26 19 38 92 55 1 83 90 46 35 14 49 53 86 37 95 89 54 96 81 80 67 31 68 47 91 33 41 23 84 65 44 94 73 24 66 20 6 71 52 93,on-topic
